D_GSM1348933.CEL	D_GSM1348934.CEL	D_GSM1348935.CEL	D_GSM1348936.CEL	D_GSM1348938.CEL	D_GSM1348939.CEL	D_GSM1348940.CEL	D_GSM1348941.CEL	D_GSM1348942.CEL	D_GSM1348943.CEL	D_GSM1348944.CEL	D_GSM1348945.CEL	H_GSM1348946.CEL	H_GSM1348947.CEL	H_GSM1348949.CEL	H_GSM1348950.CEL	H_GSM1348951.CEL	H_GSM1348952.CEL	H_GSM1348953.CEL
GNAZ	8.36947896554092	7.67504562361516	9.74864374364285	9.68454466287668	7.47667006396647	7.56633550627889	8.79351830028976	7.98098275639121	8.00686918587321	9.37788122666154	9.05751165426538	8.59949245999503	12.0821643554254	10.7861061992644	9.18535558146905	9.58282316115746	9.99219907529917	9.26628867899993	9.89202053494811
CYP3A5	4.23814816098233	3.69910006882665	7.42095844331328	6.26696023246738	4.06985928589269	5.1354439872866	6.13566096102702	6.2373603186739	5.91729133794343	7.11358508592405	4.15673381577214	6.05413108577914	6.03541698669596	7.64649855551146	7.39929698239302	7.3633352380795	8.27694258719455	7.15459386074949	8.86669280861692
PLCL1	6.89359643672757	6.13580822470408	6.34889563097048	6.14320150538646	6.57515356756126	5.8899469520128	5.7395093506082	6.37232532110243	5.34832321580315	6.30660754401523	6.15234447446987	5.35106498912231	8.61386378297185	7.65837990466267	6.60894350322302	6.94750742285422	6.39284684933701	6.62108369070712	7.33130009630668
INMT	9.30495032821936	8.31088547865186	9.38007516073015	9.26810339446984	7.89626976284052	7.702876722259	7.52604258331122	7.86487197868598	7.65603621827601	8.93273918163804	9.0806261616636	7.99092019173086	11.0117024883435	9.72400145738004	8.97589526607267	9.47513456129035	9.82159563748124	9.08454269624563	9.56707645914008
NEXN	8.50748555118114	8.55872691734718	9.1211472687666	9.08357762382417	7.85983200392891	7.84825506682485	8.02236691686916	7.68298488226338	8.03097417322536	8.4232467359726	8.97041299454775	8.11713588352165	10.5485791154947	9.77383792927204	8.39144702710795	9.04174104128295	9.30228340062117	9.09640415655644	9.42861600236694
SLC2A5	4.43057141978379	4.54919506971019	7.00403108920523	5.338551564817	4.12806170200228	4.65017866544837	4.88817133526257	4.46037459625067	4.69657546486814	5.5289888562434	4.56167495924297	4.31486317028751	6.05541974605356	6.34075187974575	7.32618134058308	5.0281780084344	6.60167216810162	5.59474752114296	6.73509077705028
ANKRD35	6.06864375042632	4.93830871618827	6.46743737083377	6.24576228585973	5.33972550773596	4.29414364805375	5.91318524466393	5.14222211089435	5.6503131439242	6.52263503911437	6.4395458575079	5.30362458248095	7.89087486937671	7.48318566429283	6.12009102900527	6.6314343523025	6.64778108219884	6.76852925707035	6.58011254571111
NDNF	5.78536238460451	5.08390751028204	5.34415276295513	7.06612556354926	4.88802924749246	4.63736082848195	5.97693025243804	5.98715174139632	5.35014665898073	6.19206227040528	5.25442258080816	4.35424220105028	7.09058894262954	7.86497582531948	6.03994098175887	5.94549555473261	6.34964255536541	7.82696236437759	6.73308266121046
RPE65	3.15942041157877	1.99427047631008	3.46715521262408	3.40522171042667	2.68514473833035	2.85024846700911	2.92936187843873	3.22561757243196	3.53189039109082	3.96924358708792	3.53189039109082	3.17938067327341	5.59076035940696	4.49409107822425	3.53189039109082	5.06173910216068	3.9969329275935	2.8968380801823	5.29706489809411
FADS1 /// MIR1908	6.91516352762695	6.24167864136973	8.23856533766713	6.94633857949005	6.10133952214393	6.16641459011563	6.57162096589626	8.16987393275372	6.29034964389973	6.7861045210419	5.80633419074624	6.95757159399458	7.35825601078892	7.83663795715366	8.13256788416787	8.61545608278769	8.69926805073356	7.56555418699373	7.632915043999
PTCHD1	3.59247791058414	2.72366059695763	4.02882565086973	3.87983709122436	2.98262254292428	3.37532063418193	3.52940477677004	3.52810519263054	3.50854895406548	3.3246092743736	3.54995223330542	3.037508252576	6.31270464676862	3.73973448848478	4.15015963536491	4.44862883979726	3.82300959163418	4.31867913739022	4.43486031812
ANO5	6.90915259268208	6.12780647388629	7.66266137591916	7.29649072556202	6.04686930799048	4.90425388756575	6.91622514650652	8.00263877408273	6.09063396308241	8.04373666755994	6.7232587746911	5.65952333027701	9.2489272152677	8.6673386762677	7.38455633713478	8.05570507778909	8.1576608851452	7.75554848922047	8.01283097919962
TSLP	4.17187276540269	4.23981799713036	4.46898942319421	5.19215525004461	3.41813583291249	3.70357530961114	3.59744869851321	3.82503306204018	3.88088720193517	3.77835417135564	4.09001120352446	3.867023834486	7.30344275791753	6.74298994848305	4.02628781152377	4.72633260269364	4.81835679567299	5.31264373607278	4.87290547544558
SCRN1	8.1442300969731	7.10155078415834	8.88393123811213	8.43634993196243	6.90106365555332	7.03731898065948	8.21656148170686	8.47036443020694	8.13866776574515	8.73118170392859	8.14094532325005	6.91072058260676	9.32931153301349	8.88593750827008	8.55375548756473	8.98582030821261	8.90205015305061	9.21262238747074	9.04736790074925
HIF3A	4.61868015517498	4.87269776290186	5.4930960362978	5.23315219382592	4.48260865799253	4.37371105376547	4.6217421475923	4.45265575312919	4.59858407299164	5.09854013477641	4.40855314454123	4.07065998524607	7.46215876270596	6.01696687780917	5.09986417685422	5.27961353123716	5.5451831757486	5.75679390049	4.99361279896623
MIR143HG	7.73449752129482	5.97077782474482	8.91777043408373	8.3658037721151	6.89098170352488	5.30309450456348	7.17045691631141	7.64547332595192	6.66603137356075	8.13119804022792	8.10634563790526	7.16503495291597	10.0872859634587	9.43721400570914	7.90695366675961	8.38868303451302	8.29199004046776	9.18317516778402	9.52405387039946
VIT	3.73246846935872	5.77740443260654	4.52074900627437	4.65106428785155	3.66666704162235	4.63807242149485	3.79034356605108	4.00760194024075	3.52083699724659	4.44476699832993	5.05048913787557	3.90805169235007	5.7159497001568	6.79999702337107	4.72122049695625	5.78870379286357	4.81341572459287	4.96435630546509	5.72033726811267
LIX1	3.97145011422399	3.18915417612392	5.98022904666663	6.63751515699994	4.65111000983034	3.03012264467187	5.78172125204746	4.87075848306563	4.10164579868708	6.02484069227564	5.59071381314983	4.56178206597744	9.0069417160007	6.63059222564526	6.23604257153818	6.94426728246122	6.59440258234772	5.23269858590638	7.20966674844988
RRAS	8.42379912752496	8.29518802745368	8.55659827280064	9.08967065574588	7.65837254639904	6.6285794956541	7.85379823636897	7.54081904257114	7.64000684735348	8.13141687164469	7.81669421521614	7.04002579865011	10.349410264254	9.29131783191564	8.71116586164375	8.72266886802561	8.96158637329757	8.57680742955753	8.58750603321996
FAT4	6.36141837867949	5.28769936273737	5.63934500412906	6.36207053400604	5.69147376152549	4.93653982454393	4.82357158986206	6.2297364195703	5.83055579288422	6.13214943072735	6.82394948125643	5.19141041098243	7.03329030432003	7.3387900188983	5.90939120636115	6.20066671282264	6.7601615098772	7.27791719525182	7.32495478393797
ACSF2	6.52115990350855	6.17988080095244	8.07101142531451	7.73405856803551	5.96793387243891	6.05581408913021	7.47920083231365	6.72010490318505	7.03180189079528	7.87118143501352	6.14002077263312	5.68969216305668	7.95537584374463	8.89941647458984	8.26182426963396	7.36252759732793	7.77859409820814	8.15618330708084	7.82752862312828
AHNAK2	6.69154448213648	5.49363470798343	7.63100323066299	6.10922457180659	5.73989016574976	5.94235787185585	6.84816010841952	6.34660105001868	5.97825242214751	6.52270352075687	6.68852451658527	5.91764411771445	9.25895672129977	7.84874010119716	6.86850988837935	7.0511881642673	6.82432049503457	7.12552699246313	7.70459216673225
PHYHIP	5.36316354256895	4.69210343278349	5.21392886422026	5.66753093625153	5.0756370021108	4.2737590681199	6.0627425305851	5.43976213499342	5.5291562580336	5.70967480727432	5.55402138504101	5.12283338087989	8.27356304040834	8.12351001369972	5.31638222000979	5.70141142571617	5.88105254542789	6.79774657483919	6.54772065748275
RAB40A	4.28523025848083	5.0934850786727	5.56032483641585	4.38408914797819	5.42568653816895	4.35480875176568	6.64608818440384	4.74358151981584	5.19021848088627	5.4775973778872	5.63506222966103	4.39640478351338	6.28929720410854	7.20450682190165	5.98698506778332	6.12380532762295	6.34442422824365	5.42695654471626	6.1624413659959
PPP1R14C	5.04630836074196	5.04329777805828	5.26206049224172	5.4999940797935	4.039136673009	4.0626495609239	4.17655543184948	3.81784554544907	3.84309321670625	5.76728687413478	3.94653083368486	4.53188862956467	4.96919391841505	7.06621135681437	6.44288969821492	5.39294145533382	6.263179120546	4.76921945626945	6.24015691509953
CYTL1	5.24654070108316	5.61737278227771	4.79098319225193	5.00754417613748	4.47673244814511	5.26728601167249	4.83920056559931	5.02154543202539	5.11133330429225	5.86321211189416	5.2635331454885	4.4965696143335	4.9733806225059	6.19452437880669	6.7532152235757	5.20044416261754	7.11590604304667	5.75528151859468	6.66239719954539
TCEAL2	6.382565291839	6.10129254579991	8.62100773810781	8.27864721630923	5.58723243527486	6.73398106254403	8.33324962278613	7.00943217980188	7.05729348072656	8.31036033848001	7.37087635175521	5.82488139166298	9.88729470675809	9.07957117900863	7.95356323939485	8.81706246970555	8.5643155130047	8.15758171058268	8.53975651527123
AP1G2 /// JPH4	6.72364028056082	6.64105052697675	8.1687704903847	7.83920923316311	7.03392980068594	6.37410910111477	7.57144003010388	6.88127469244581	6.51664332292334	7.7713611226317	7.16985882534762	6.58983771764974	10.2538794391243	8.42094249829594	7.82825184389236	8.47521845695741	8.25866824658733	7.06407331508816	8.35360017496647
PER2	6.97439123216636	7.30142771007132	7.32030990721991	7.67065134114768	7.39337465913683	6.95733557276325	8.07136778903549	8.62642644935601	8.36373882534789	7.71238212174057	7.33071132096748	7.52156462923778	7.63046486050901	8.06341645807696	9.27874759576006	9.06938273955527	7.91391346420887	9.27094752558619	9.33439880322313
GSTM3	7.70085527625779	8.01169089647836	8.60210731270948	8.75591349006398	6.76990711095516	6.70326458818895	8.03469189908559	8.35959351404358	7.55977864673358	7.09790660573891	7.76342826347547	7.46907416355588	9.94609710625276	9.66043526556705	8.40199973511129	8.54377400547837	8.11266948036674	8.51074605360988	9.02843148381108
UBXN10-AS1	6.87966474720624	5.01009080874507	7.57888589627236	8.32078073999391	5.73375342720489	5.59469176033112	6.24370052573335	6.27098012684338	6.34771813428898	7.56122237036278	6.62849382810486	5.43557790370676	9.29156045604223	9.19090808550668	7.07946066705876	8.05457542251911	7.67456210482755	6.93798126768184	8.42155086047092
IP6K3	5.72539674568769	7.33859141973976	8.37850500023545	8.29246816932723	4.83334401400777	4.4948661150481	6.61381627089643	6.16660375120231	6.66567045989333	7.41882852995418	7.26189943889514	5.4390106595014	9.06295141848826	9.08127923699927	8.00735057872414	7.96999823489695	8.09427130593795	7.31074884215057	9.23047847603823
HOXD10	5.80029945945495	4.31242614712329	8.51862097492931	7.84272505265569	5.77178529780764	5.84746381781828	7.57205593293334	7.68926855130967	6.83115422182202	8.65725664210227	6.2401734940573	6.28273442794934	9.15058388414783	8.90103261207119	8.15922912729009	8.1339010487222	7.8666889207535	9.29991283424944	8.74715088391239
PCDH9	4.99743903107099	4.17493826009433	5.55450246781611	5.52801033830997	4.4027269229059	3.6899325039917	5.3234038699889	5.22738260571022	5.19986372214198	5.5462449544245	4.66288597734309	4.18341298066209	7.95036764959392	5.83597130727228	5.53668437695323	5.1371948711082	5.97940611655779	6.17306348410005	6.13010821526044
TAGLN	10.0238964509717	8.51385187688365	10.4531816707009	10.8314971857876	9.23939673127154	8.49914630162118	9.20998692822164	9.27950695698201	8.99499604705692	9.99103485744413	10.0662305906838	8.91607537002292	11.9370214066837	11.3464157326203	9.85747757811225	10.7370369466689	10.4997979975201	10.0827307585654	10.7495439470886
MINOS1-NBL1 /// NBL1	10.1605239427649	11.0109878604021	11.1642386762346	10.8688453942496	10.2331882527844	9.48891228033152	9.68610390593461	9.82311123176742	9.45217249144654	10.5418375099174	10.0576278560421	8.15644624549801	10.9254326259133	11.2214587797852	11.6370159101271	11.3895508415141	11.4356671107791	10.8521226230704	11.0175875436145
PDZRN4	6.62274500658863	6.07851405766764	7.37633384490603	7.1297572403801	5.76469541447019	5.70495357146607	6.82413652326371	6.46105220697083	6.72377173677489	7.0240457982622	7.45957304642536	6.48073973170839	9.42556375618319	7.90734618959262	6.78466675835025	7.78473342314773	7.59180919652201	7.207902610083	7.68992751598863
LINC00515	5.30814894648135	5.17528443105489	6.08105859479655	5.2008232262944	4.03911829914923	4.45297770787366	3.96910738397805	4.90705311067455	4.49153805014268	5.52460326938149	4.46183725280908	3.58062666345344	6.7290549283439	5.37937061509225	6.74350554923726	6.00120840434258	6.09955064730617	4.91210852037944	5.78222181472909
KCTD14 /// NDUFC2-KCTD14	3.92917578162106	7.0371225017483	5.84553153629001	7.19749187636684	5.08298056969255	4.65980964355756	5.71514013939525	5.6461602000423	5.19891584495168	7.16036177989107	6.03645161438901	4.12387683246526	7.03621600264788	7.54808811104059	7.18369045952747	6.7328396149617	7.36413668030725	7.05878514041679	7.06803226674719
CCDC69	7.63304888387824	7.07856515008686	8.59149746718643	8.25665715395264	5.93929141784809	5.72284316211453	7.12013674705678	6.90860881897769	6.81106932525904	7.66873300445756	7.27033299392311	6.25836232825238	9.61417711393297	8.36114535029265	8.06335205157723	8.29501059194759	8.33971830579842	7.95254021518711	8.11772956229052
CHRDL1	8.80781215451361	8.37716673194847	9.77616239918898	10.1659776667885	7.45714572562462	8.02203908146689	8.8661527349211	8.85912762233193	8.62479026122939	9.28190075276556	9.54951758354366	8.34072109185438	11.8252900177393	11.1338715707212	9.0161163391381	9.62793521474236	9.90703785083268	9.59778398564229	10.6933079046781
TRIM6	6.61306735785846	5.02733330505541	6.32150263732541	6.37938560144256	6.4653552193512	4.93731489624244	5.61520752561327	6.67502678078825	5.61567131923022	6.66055768087562	5.48534825424215	4.79588319271818	7.63840120351504	6.70548474811401	6.65579181588215	6.40013083910927	7.2148880954245	7.41563804551943	6.63532589451324
AF070581	4.21665907908054	4.22123350655254	4.76429901492034	5.01979748005249	3.89936560793357	4.78205202240365	4.71963524748869	4.09184072230089	4.57479765864697	5.19471559619102	5.2066009551407	4.09093486203686	7.47844320386033	6.86177496860144	5.14773676255609	5.18968877322289	5.38531812558405	4.85875600945912	5.21076933299538
AOC3	7.28598998860095	6.54801198578484	8.24525765089962	8.01798895118024	6.30244024770786	7.22310070502363	7.02153683748271	6.49211136531109	7.06776468293375	6.32262588880259	7.77586334953751	7.13357779953796	9.04850451174302	8.54241641294452	7.32991409623223	7.70414223549906	8.22356919866609	7.7638879533046	8.56255510537987
TIMP4	3.65479735840978	3.63064237863558	4.56665021999787	2.99535926878613	3.2714075335824	3.14271748283167	3.23840807078881	4.52326917946946	3.30716131832248	3.86936760082006	4.54039922940609	3.42213122017713	4.93801847982874	4.43931415903883	5.08657924460419	6.8842677296813	4.2946005472914	4.20747101072156	4.32111164535384
DMKN	4.73627819609041	4.49644160942534	7.02280112622146	7.23990559669336	5.28120195448815	4.39981532469198	6.02335219048647	6.89638237191511	6.0362774199757	7.51963624042765	5.34590665619728	5.05720829228492	7.39476942649833	8.08538447614059	6.98741332830206	7.15306922998657	7.10211505771234	7.88195902372414	6.98657520431244
FRMD6	8.07392277778695	6.87520956073582	8.51669484635254	9.01699028888913	7.28350965771905	7.54245652105147	7.81353822143767	7.76347912718207	8.26700990551491	9.12169089146691	8.34474097133844	7.83117810172532	10.2433715408987	9.77303819488101	8.22384151078876	8.52595136566894	8.83848141204104	9.03366878212162	9.54774573618145
SELM	7.21153038848402	6.12082931509982	6.45023759932259	7.55207293676608	6.0829520027512	4.98399032210674	6.27915322301002	7.00650407830542	6.24710399691787	6.76013953581293	6.87674825164289	5.94527136156463	8.66323651576109	7.42363889941976	7.48078998983499	7.29234681048135	7.23556736890511	7.40227234684368	7.03398269589452
CYB5R2	6.41852985423959	5.90832154685811	7.79410132000302	8.23164585932173	6.47531225690452	6.34679513072172	7.25135757789466	6.43309386353166	6.69835566192602	7.52309742220586	6.50627976956386	6.30262169566135	8.33253659071189	8.96549026456165	7.43883943672054	7.4602401050382	7.83717127818044	7.97663933770485	7.38522486339247
SNAI2	6.25869228338467	5.97853084460297	7.19085207829394	6.86963412223643	5.10051483552939	6.93208798011629	7.08261577136586	7.40561926605716	7.38000506472342	7.82678827385935	6.74886268310517	4.19158365778069	8.59456785793092	7.56013808159464	8.14793794456151	7.45405154480309	7.88491622788665	8.11610451686476	8.26694559030503
SDC2	9.45473551654937	7.06258385268277	8.01604490684838	8.0410076797816	7.00300452160043	7.08052097204123	7.29191769860955	8.03228075960141	7.79337961832328	8.11399717241782	7.99798276160406	6.78048215651266	9.27923867145304	9.29016417827605	8.36181533116718	8.68885135836032	8.30349451098902	9.09743581191745	8.42031931245127
ZNF711	4.46145895893825	4.03922428586821	5.42449816052796	5.18722467805825	4.03763815364908	4.22500934769072	5.1556995131778	5.21619371201259	5.29499429640469	5.96139418460201	4.93138300618671	3.685699699004	5.61491919451328	6.62219720366685	5.89104712520843	5.49363158053401	5.54083024379775	6.55055374807041	5.24479076756574
SLC24A3	8.45333141082835	6.40278936410082	8.39184399586188	8.50169030972396	6.96662882331212	7.08829878910191	7.7803812961286	7.40679050753167	7.28983432712705	8.04136713652435	8.11713821175449	6.97472901755547	9.6380375450567	9.1279980786022	7.57087755899251	8.24264796467211	8.77124190706743	8.78084082635027	8.94328138940728
GPX3	6.27852504898418	7.11622039289949	6.89100990174408	8.16998426231304	5.07874258795982	4.84744355921566	5.53280126185838	8.07190179889232	5.7231622435684	7.43126195146947	5.5657572584413	6.18947112627567	7.2548421066338	7.95842490350375	7.80900236451744	7.79983549193486	8.51964799454757	8.77059689373417	7.51678591053353
